Entity,Code,Year,Literacy rate among young people
Afghanistan,AFG,1979,30
Afghanistan,AFG,2011,47
Afghanistan,AFG,2015,35.82084
Afghanistan,AFG,2021,56
Afghanistan,AFG,2022,62.66
Albania,ALB,2001,99
Albania,ALB,2008,99
Albania,ALB,2009,95.68
Albania,ALB,2011,99
Albania,ALB,2012,99
Albania,ALB,2017,99.02406
Algeria,DZA,1987,74
Algeria,DZA,2002,90
Algeria,DZA,2006,92
Algeria,DZA,2008,94
Algeria,DZA,2019,74.03
American Samoa,ASM,1980,98
Angola,AGO,2001,72
Angola,AGO,2014,77
Angola,AGO,2015,75.66081
Anguilla,AIA,1984,99
Argentina,ARG,1980,97
Argentina,ARG,1991,98
Argentina,ARG,2001,99
Armenia,ARM,1989,100
Armenia,ARM,2000,100
Armenia,ARM,2001,100
Armenia,ARM,2011,100
Armenia,ARM,2016,100
Armenia,ARM,2017,100
Armenia,ARM,2020,100
Armenia,ARM,2022,99.77402
Aruba,ABW,2000,99
Aruba,ABW,2010,99
Azerbaijan,AZE,1999,100
Azerbaijan,AZE,2006,100
Azerbaijan,AZE,2007,100
Azerbaijan,AZE,2009,100
Azerbaijan,AZE,2010,100
Azerbaijan,AZE,2011,100
Azerbaijan,AZE,2012,100
Azerbaijan,AZE,2013,100
Azerbaijan,AZE,2014,100
Azerbaijan,AZE,2015,100
Azerbaijan,AZE,2016,100
Azerbaijan,AZE,2017,100
Azerbaijan,AZE,2019,100
Azerbaijan,AZE,2023,100
Bahrain,BHR,1981,86
Bahrain,BHR,1991,97
Bahrain,BHR,2001,97
Bahrain,BHR,2022,99
Bahrain,BHR,2023,99
Bangladesh,BGD,1981,36
Bangladesh,BGD,1991,45
Bangladesh,BGD,2000,100
Bangladesh,BGD,2001,64
Bangladesh,BGD,2007,87.61
Bangladesh,BGD,2011,78
Bangladesh,BGD,2012,78
Bangladesh,BGD,2013,86
Bangladesh,BGD,2014,86
Bangladesh,BGD,2015,88
Bangladesh,BGD,2016,92
Bangladesh,BGD,2017,93
Bangladesh,BGD,2018,93
Bangladesh,BGD,2019,95
Bangladesh,BGD,2020,94
Bangladesh,BGD,2021,95
Bangladesh,BGD,2022,93
Barbados,BRB,1970,100
Barbados,BRB,2012,100
Belarus,BLR,1989,100
Belarus,BLR,1999,100
Belarus,BLR,2009,100
Belarus,BLR,2012,100
Belarus,BLR,2019,100
Belize,BLZ,1991,78
Belize,BLZ,2015,97.9493
Benin,BEN,1979,30
Benin,BEN,1992,40
Benin,BEN,2001,47.96
Benin,BEN,2002,45
Benin,BEN,2006,57.37
Benin,BEN,2017,58.8122
Benin,BEN,2019,69.24932
Benin,BEN,2021,65.3227
Benin,BEN,2022,71.25036
Bhutan,BTN,2005,74
Bhutan,BTN,2012,86
Bhutan,BTN,2017,93
Bolivia,BOL,1976,84
Bolivia,BOL,1992,94
Bolivia,BOL,2000,97.3
Bolivia,BOL,2001,97.4
Bolivia,BOL,2002,98.1
Bolivia,BOL,2003,98.3
Bolivia,BOL,2004,99.1
Bolivia,BOL,2005,98.8
Bolivia,BOL,2006,98.4
Bolivia,BOL,2007,99.4
Bolivia,BOL,2008,99.2
Bolivia,BOL,2009,99.4
Bolivia,BOL,2011,99
Bolivia,BOL,2012,99.3
Bolivia,BOL,2013,99.3
Bolivia,BOL,2014,99.4
Bolivia,BOL,2015,99.4
Bolivia,BOL,2016,99.4
Bolivia,BOL,2017,99.4
Bolivia,BOL,2018,99.6
Bolivia,BOL,2019,99.5
Bolivia,BOL,2020,99.6
Bolivia,BOL,2021,99.5
Bosnia and Herzegovina,BIH,1991,99
Bosnia and Herzegovina,BIH,2000,100
Bosnia and Herzegovina,BIH,2013,100
Botswana,BWA,1991,89
Botswana,BWA,2003,94
Brazil,BRA,1980,84
Brazil,BRA,2000,94
Brazil,BRA,2001,95.8
Brazil,BRA,2002,96.3
Brazil,BRA,2003,96.6
Brazil,BRA,2004,96.8
Brazil,BRA,2005,97.1
Brazil,BRA,2006,97.6
Brazil,BRA,2007,97.8
Brazil,BRA,2008,97.8
Brazil,BRA,2009,98.1
Brazil,BRA,2010,98
Brazil,BRA,2011,98.5
Brazil,BRA,2012,98.6
Brazil,BRA,2013,98.7
Brazil,BRA,2014,98.8
Brazil,BRA,2015,99
Brazil,BRA,2016,99.1
Brazil,BRA,2017,99.1
Brazil,BRA,2018,99
Brazil,BRA,2019,99.1
Brazil,BRA,2020,99.2
Brazil,BRA,2021,99.3
Brazil,BRA,2022,99.3
Brazil,BRA,2023,99.3
Brunei,BRN,1981,94
Brunei,BRN,1991,98
Brunei,BRN,2001,99
Brunei,BRN,2011,99
Bulgaria,BGR,2001,98
Bulgaria,BGR,2011,98
Burkina Faso,BFA,1975,14
Burkina Faso,BFA,1991,20
Burkina Faso,BFA,1996,19
Burkina Faso,BFA,2003,31
Burkina Faso,BFA,2005,33
Burkina Faso,BFA,2006,33
Burkina Faso,BFA,2007,39
Burkina Faso,BFA,2010,37.19
Burkina Faso,BFA,2014,50
Burkina Faso,BFA,2018,59
Burkina Faso,BFA,2019,47
Burkina Faso,BFA,2021,62.66986
Burkina Faso,BFA,2022,62.80518
Burundi,BDI,1979,31
Burundi,BDI,1990,54
Burundi,BDI,2000,73
Burundi,BDI,2008,62
Burundi,BDI,2010,74.46
Burundi,BDI,2014,80
Burundi,BDI,2016,84.36368
Burundi,BDI,2017,88
Cambodia,KHM,1998,76
Cambodia,KHM,2004,83
Cambodia,KHM,2005,77.96
Cambodia,KHM,2008,87
Cambodia,KHM,2009,87
Cambodia,KHM,2010,79.44
Cambodia,KHM,2014,90
Cambodia,KHM,2015,92
Cambodia,KHM,2021,91.83219
Cameroon,CMR,1976,69
Cameroon,CMR,2000,83
Cameroon,CMR,2004,75.11
Cameroon,CMR,2007,83
Cameroon,CMR,2010,81
Cameroon,CMR,2011,80.66
Cameroon,CMR,2018,81.89339
Cape Verde,CPV,1990,88
Cape Verde,CPV,2012,98
Cape Verde,CPV,2015,98
Cayman Islands,CYM,2007,99
Central African Republic,CAF,1975,37
Central African Republic,CAF,1988,48
Central African Republic,CAF,2000,61
Central African Republic,CAF,2019,50.60208
Central and Southern Asia (SDG),,1975,49.99381
Central and Southern Asia (SDG),,1976,50.08996
Central and Southern Asia (SDG),,1977,50.87168
Central and Southern Asia (SDG),,1978,51.60264
Central and Southern Asia (SDG),,1979,52.28668
Central and Southern Asia (SDG),,1980,52.86176
Central and Southern Asia (SDG),,1981,53.32587
Central and Southern Asia (SDG),,1982,53.98576
Central and Southern Asia (SDG),,1983,54.62811
Central and Southern Asia (SDG),,1984,55.21183
Central and Southern Asia (SDG),,1985,55.81594
Central and Southern Asia (SDG),,1986,56.43314
Central and Southern Asia (SDG),,1987,57.065
Central and Southern Asia (SDG),,1988,57.62795
Central and Southern Asia (SDG),,1989,58.83435
Central and Southern Asia (SDG),,1990,60.18201
Central and Southern Asia (SDG),,1991,61.31347
Central and Southern Asia (SDG),,1992,62.7314
Central and Southern Asia (SDG),,1993,64.11171
Central and Southern Asia (SDG),,1994,65.18283
Central and Southern Asia (SDG),,1995,66.35955
Central and Southern Asia (SDG),,1996,67.45626
Central and Southern Asia (SDG),,1997,68.44144
Central and Southern Asia (SDG),,1998,71.74459
Central and Southern Asia (SDG),,1999,72.93049
Central and Southern Asia (SDG),,2000,74.01624
Central and Southern Asia (SDG),,2001,75.01417
Central and Southern Asia (SDG),,2002,76.05138
Central and Southern Asia (SDG),,2003,77.1822
Central and Southern Asia (SDG),,2004,78.12887
Central and Southern Asia (SDG),,2005,79.05624
Central and Southern Asia (SDG),,2006,79.02429
Central and Southern Asia (SDG),,2007,79.92235
Central and Southern Asia (SDG),,2008,81.18612
Central and Southern Asia (SDG),,2009,82.18084
Central and Southern Asia (SDG),,2010,83.57768
Central and Southern Asia (SDG),,2011,84.17401
Central and Southern Asia (SDG),,2012,84.70428
Central and Southern Asia (SDG),,2013,86.06332
Central and Southern Asia (SDG),,2014,86.78465
Central and Southern Asia (SDG),,2015,87.7627
Central and Southern Asia (SDG),,2016,88.80189
Central and Southern Asia (SDG),,2017,89.29324
Central and Southern Asia (SDG),,2018,89.1603
Central and Southern Asia (SDG),,2019,91.69878
Central and Southern Asia (SDG),,2020,92.13398
Central and Southern Asia (SDG),,2021,92.60561
Central and Southern Asia (SDG),,2022,93.07856
Central and Southern Asia (SDG),,2023,93.50694
Chad,TCD,1993,17
Chad,TCD,2000,38
Chad,TCD,2004,42
Chad,TCD,2016,31
Chad,TCD,2019,45.1346
Chile,CHL,1982,97
Chile,CHL,1992,98
Chile,CHL,2000,99.1
Chile,CHL,2002,99
Chile,CHL,2003,99.1
Chile,CHL,2006,99.1
Chile,CHL,2009,99.4
Chile,CHL,2011,99.4
Chile,CHL,2013,99.1
Chile,CHL,2015,99.4
Chile,CHL,2017,99
Chile,CHL,2022,99.3
China,CHN,1982,89
China,CHN,1990,94
China,CHN,2000,99
China,CHN,2010,100
China,CHN,2020,100
Colombia,COL,1993,95
Colombia,COL,1996,97
Colombia,COL,2002,97.4
Colombia,COL,2003,97.5
Colombia,COL,2004,97.9
Colombia,COL,2005,98
Colombia,COL,2006,98
Colombia,COL,2007,98
Colombia,COL,2008,98
Colombia,COL,2009,97.9
Colombia,COL,2010,98.2
Colombia,COL,2011,98.3
Colombia,COL,2012,98.2
Colombia,COL,2013,98.3
Colombia,COL,2014,98.5
Colombia,COL,2015,98.5
Colombia,COL,2016,98.7
Colombia,COL,2017,98.6
Colombia,COL,2018,98.9
Colombia,COL,2019,98.8
Colombia,COL,2020,99
Colombia,COL,2021,99.1
Colombia,COL,2022,98.9
Colombia,COL,2023,99
Comoros,COM,1980,62
Comoros,COM,2000,80
Comoros,COM,2012,82.04
Congo,COG,1984,87
Congo,COG,2005,79
Costa Rica,CRI,1984,97
Costa Rica,CRI,2000,98
Costa Rica,CRI,2011,99
Costa Rica,CRI,2018,80.55
Cote d'Ivoire,CIV,1988,49
Cote d'Ivoire,CIV,1998,47
Cote d'Ivoire,CIV,2000,61
Cote d'Ivoire,CIV,2014,53
Cote d'Ivoire,CIV,2016,62.99058
Cote d'Ivoire,CIV,2019,84
Cote d'Ivoire,CIV,2021,66.84427
Croatia,HRV,1991,100
Croatia,HRV,2001,100
Cuba,CUB,1981,100
Cuba,CUB,2002,100
Cuba,CUB,2012,100
Cuba,CUB,2019,99.61174
Cyprus,CYP,1992,100
Cyprus,CYP,2001,100
Cyprus,CYP,2011,100
Democratic Republic of Congo,COD,2001,70
Democratic Republic of Congo,COD,2007,77.41
Democratic Republic of Congo,COD,2012,84
Democratic Republic of Congo,COD,2013,85.98
Democratic Republic of Congo,COD,2016,85
Democratic Republic of Congo,COD,2018,84.07339
Dominican Republic,DOM,1981,83
Dominican Republic,DOM,2000,94.9
Dominican Republic,DOM,2001,95.4
Dominican Republic,DOM,2002,95.1
Dominican Republic,DOM,2003,95.7
Dominican Republic,DOM,2004,95.9
Dominican Republic,DOM,2005,96.7
Dominican Republic,DOM,2006,96.6
Dominican Republic,DOM,2007,97.5
Dominican Republic,DOM,2008,96.6
Dominican Republic,DOM,2009,97.3
Dominican Republic,DOM,2010,97
Dominican Republic,DOM,2011,97.6
Dominican Republic,DOM,2012,97.3
Dominican Republic,DOM,2013,97.9
Dominican Republic,DOM,2014,98.1
Dominican Republic,DOM,2015,98.1
Dominican Republic,DOM,2016,98.5
Dominican Republic,DOM,2017,98.1
Dominican Republic,DOM,2018,98.5
Dominican Republic,DOM,2019,98.7
Dominican Republic,DOM,2020,98.9
Dominican Republic,DOM,2021,98.8
Dominican Republic,DOM,2022,98.5
Dominican Republic,DOM,2023,98.5
East Asia and Pacific (WB),WB_EAP,1976,84.00709
East Asia and Pacific (WB),WB_EAP,1977,84.20423
East Asia and Pacific (WB),WB_EAP,1978,85.38811
East Asia and Pacific (WB),WB_EAP,1979,86.58233
East Asia and Pacific (WB),WB_EAP,1980,87.7008
East Asia and Pacific (WB),WB_EAP,1981,88.66558
East Asia and Pacific (WB),WB_EAP,1982,89.4315
East Asia and Pacific (WB),WB_EAP,1983,90.16659
East Asia and Pacific (WB),WB_EAP,1984,90.80432
East Asia and Pacific (WB),WB_EAP,1985,91.31386
East Asia and Pacific (WB),WB_EAP,1986,91.73023
East Asia and Pacific (WB),WB_EAP,1987,92.78447
East Asia and Pacific (WB),WB_EAP,1988,93.97133
East Asia and Pacific (WB),WB_EAP,1989,94.13448
East Asia and Pacific (WB),WB_EAP,1990,94.28405
East Asia and Pacific (WB),WB_EAP,1991,94.45286
East Asia and Pacific (WB),WB_EAP,1992,94.61245
East Asia and Pacific (WB),WB_EAP,1993,94.7443
East Asia and Pacific (WB),WB_EAP,1994,94.9951
East Asia and Pacific (WB),WB_EAP,1995,95.25786
East Asia and Pacific (WB),WB_EAP,1996,95.47282
East Asia and Pacific (WB),WB_EAP,1997,97.50921
East Asia and Pacific (WB),WB_EAP,1998,97.58871
East Asia and Pacific (WB),WB_EAP,1999,97.66889
East Asia and Pacific (WB),WB_EAP,2000,97.68474
East Asia and Pacific (WB),WB_EAP,2001,97.74899
East Asia and Pacific (WB),WB_EAP,2002,97.83569
East Asia and Pacific (WB),WB_EAP,2003,97.97911
East Asia and Pacific (WB),WB_EAP,2004,98.08097
East Asia and Pacific (WB),WB_EAP,2005,98.16943
East Asia and Pacific (WB),WB_EAP,2006,97.9996
East Asia and Pacific (WB),WB_EAP,2007,98.36117
East Asia and Pacific (WB),WB_EAP,2008,98.71461
East Asia and Pacific (WB),WB_EAP,2009,98.68031
East Asia and Pacific (WB),WB_EAP,2010,98.63608
East Asia and Pacific (WB),WB_EAP,2011,98.22686
East Asia and Pacific (WB),WB_EAP,2012,98.2725
East Asia and Pacific (WB),WB_EAP,2013,98.31104
East Asia and Pacific (WB),WB_EAP,2014,98.54442
East Asia and Pacific (WB),WB_EAP,2015,98.59219
East Asia and Pacific (WB),WB_EAP,2016,98.61474
East Asia and Pacific (WB),WB_EAP,2017,98.61641
East Asia and Pacific (WB),WB_EAP,2018,98.54854
East Asia and Pacific (WB),WB_EAP,2019,98.89816
East Asia and Pacific (WB),WB_EAP,2020,98.9887
East Asia and Pacific (WB),WB_EAP,2021,99.01895
East Asia and Pacific (WB),WB_EAP,2022,99.05324
East Asia and Pacific (WB),WB_EAP,2023,99.07862
East Timor,TLS,2009,85.64
East Timor,TLS,2010,80
East Timor,TLS,2016,89.14448
Eastern and South-Eastern Asia (SDG),,1976,83.99329
Eastern and South-Eastern Asia (SDG),,1977,84.19052
Eastern and South-Eastern Asia (SDG),,1978,85.38994
Eastern and South-Eastern Asia (SDG),,1979,86.60048
Eastern and South-Eastern Asia (SDG),,1980,87.7334
Eastern and South-Eastern Asia (SDG),,1981,88.70967
Eastern and South-Eastern Asia (SDG),,1982,89.48398
Eastern and South-Eastern Asia (SDG),,1983,90.22725
Eastern and South-Eastern Asia (SDG),,1984,90.87036
Eastern and South-Eastern Asia (SDG),,1985,91.38299
Eastern and South-Eastern Asia (SDG),,1986,91.80086
Eastern and South-Eastern Asia (SDG),,1987,92.86425
Eastern and South-Eastern Asia (SDG),,1988,94.06318
Eastern and South-Eastern Asia (SDG),,1989,94.22751
Eastern and South-Eastern Asia (SDG),,1990,94.37864
Eastern and South-Eastern Asia (SDG),,1991,94.55022
Eastern and South-Eastern Asia (SDG),,1992,94.71291
Eastern and South-Eastern Asia (SDG),,1993,94.84799
Eastern and South-Eastern Asia (SDG),,1994,95.10475
Eastern and South-Eastern Asia (SDG),,1995,95.37399
Eastern and South-Eastern Asia (SDG),,1996,95.5931
Eastern and South-Eastern Asia (SDG),,1997,97.658
Eastern and South-Eastern Asia (SDG),,1998,97.73957
Eastern and South-Eastern Asia (SDG),,1999,97.825
Eastern and South-Eastern Asia (SDG),,2000,97.84652
Eastern and South-Eastern Asia (SDG),,2001,97.91323
Eastern and South-Eastern Asia (SDG),,2002,98.00227
Eastern and South-Eastern Asia (SDG),,2003,98.14802
Eastern and South-Eastern Asia (SDG),,2004,98.25164
Eastern and South-Eastern Asia (SDG),,2005,98.34216
Eastern and South-Eastern Asia (SDG),,2006,98.17113
Eastern and South-Eastern Asia (SDG),,2007,98.54155
Eastern and South-Eastern Asia (SDG),,2008,98.90552
Eastern and South-Eastern Asia (SDG),,2009,98.87353
Eastern and South-Eastern Asia (SDG),,2010,98.82981
Eastern and South-Eastern Asia (SDG),,2011,98.41938
Eastern and South-Eastern Asia (SDG),,2012,98.47238
Eastern and South-Eastern Asia (SDG),,2013,98.51954
Eastern and South-Eastern Asia (SDG),,2014,98.76669
Eastern and South-Eastern Asia (SDG),,2015,98.82668
Eastern and South-Eastern Asia (SDG),,2016,98.86062
Eastern and South-Eastern Asia (SDG),,2017,98.87065
Eastern and South-Eastern Asia (SDG),,2018,98.80879
Eastern and South-Eastern Asia (SDG),,2019,99.17256
Eastern and South-Eastern Asia (SDG),,2020,99.27014
Eastern and South-Eastern Asia (SDG),,2021,99.30414
Eastern and South-Eastern Asia (SDG),,2022,99.34488
Eastern and South-Eastern Asia (SDG),,2023,99.37473
Ecuador,ECU,1982,93
Ecuador,ECU,1990,96
Ecuador,ECU,2001,97.4
Ecuador,ECU,2003,96.9
Ecuador,ECU,2005,98.2
Ecuador,ECU,2006,98.2
Ecuador,ECU,2007,98.4
Ecuador,ECU,2008,98.5
Ecuador,ECU,2009,98.8
Ecuador,ECU,2010,98.7
Ecuador,ECU,2011,98.7
Ecuador,ECU,2012,98.8
Ecuador,ECU,2013,98.6
Ecuador,ECU,2014,99.1
Ecuador,ECU,2015,99.1
Ecuador,ECU,2016,99.1
Ecuador,ECU,2017,99.3
Ecuador,ECU,2018,99
Ecuador,ECU,2019,98.5
Ecuador,ECU,2020,98.8
Ecuador,ECU,2021,99.1
Ecuador,ECU,2022,99.1
Ecuador,ECU,2023,99.1
Egypt,EGY,1976,51
Egypt,EGY,1986,63
Egypt,EGY,1996,73
Egypt,EGY,2005,85
Egypt,EGY,2006,85
Egypt,EGY,2010,88
Egypt,EGY,2012,89
Egypt,EGY,2013,92
Egypt,EGY,2014,94.08
Egypt,EGY,2017,88
Egypt,EGY,2022,95.19
El Salvador,SLV,1992,85
El Salvador,SLV,2000,92.4
El Salvador,SLV,2001,93.6
El Salvador,SLV,2002,93.3
El Salvador,SLV,2003,93.3
El Salvador,SLV,2004,93.8
El Salvador,SLV,2005,94.9
El Salvador,SLV,2006,95
El Salvador,SLV,2007,95.5
El Salvador,SLV,2008,96
El Salvador,SLV,2009,95.6
El Salvador,SLV,2010,96
El Salvador,SLV,2011,97
El Salvador,SLV,2012,97.1
El Salvador,SLV,2013,97.2
El Salvador,SLV,2014,97.8
El Salvador,SLV,2015,97.9
El Salvador,SLV,2016,98
El Salvador,SLV,2017,98
El Salvador,SLV,2018,98
El Salvador,SLV,2019,98.3
El Salvador,SLV,2020,98.5
El Salvador,SLV,2021,98.1
El Salvador,SLV,2022,98.3
El Salvador,SLV,2023,98.1
Equatorial Guinea,GNQ,2000,97
Eritrea,ERI,2002,78
Eritrea,ERI,2008,87
Estonia,EST,1989,100
Estonia,EST,2000,100
Estonia,EST,2011,100
Eswatini,SWZ,1976,75
Eswatini,SWZ,1986,84
Eswatini,SWZ,2000,92
Eswatini,SWZ,2006,91.41
Eswatini,SWZ,2022,98.65985
Ethiopia,ETH,1994,34
Ethiopia,ETH,2000,38.61
Ethiopia,ETH,2004,50
Ethiopia,ETH,2005,47.49
Ethiopia,ETH,2007,55
Ethiopia,ETH,2011,54.83
Ethiopia,ETH,2016,71.78572
Europe and Central Asia (WB),WB_ECA,1990,98.95174
Europe and Central Asia (WB),WB_ECA,1991,98.97711
Europe and Central Asia (WB),WB_ECA,1992,98.876
Europe and Central Asia (WB),WB_ECA,1993,98.89708
Europe and Central Asia (WB),WB_ECA,1994,98.92906
Europe and Central Asia (WB),WB_ECA,1995,98.94823
Europe and Central Asia (WB),WB_ECA,1996,98.97059
Europe and Central Asia (WB),WB_ECA,1997,98.99227
Europe and Central Asia (WB),WB_ECA,1998,98.98904
Europe and Central Asia (WB),WB_ECA,1999,98.98546
Europe and Central Asia (WB),WB_ECA,2000,99.05545
Europe and Central Asia (WB),WB_ECA,2001,99.08062
Europe and Central Asia (WB),WB_ECA,2002,99.13469
Europe and Central Asia (WB),WB_ECA,2003,99.14531
Europe and Central Asia (WB),WB_ECA,2004,99.14119
Europe and Central Asia (WB),WB_ECA,2005,99.19489
Europe and Central Asia (WB),WB_ECA,2006,99.21155
Europe and Central Asia (WB),WB_ECA,2007,99.23344
Europe and Central Asia (WB),WB_ECA,2008,99.25776
Europe and Central Asia (WB),WB_ECA,2009,99.42509
Europe and Central Asia (WB),WB_ECA,2010,99.47507
Europe and Central Asia (WB),WB_ECA,2011,99.53301
Europe and Central Asia (WB),WB_ECA,2012,99.57034
Europe and Central Asia (WB),WB_ECA,2013,99.59764
Europe and Central Asia (WB),WB_ECA,2014,99.62142
Europe and Central Asia (WB),WB_ECA,2015,99.63529
Europe and Central Asia (WB),WB_ECA,2016,99.65659
Europe and Central Asia (WB),WB_ECA,2017,99.68231
Europe and Central Asia (WB),WB_ECA,2018,99.72928
Europe and Central Asia (WB),WB_ECA,2019,99.74642
Europe and Central Asia (WB),WB_ECA,2020,99.74642
Europe and Central Asia (WB),WB_ECA,2021,99.75614
Europe and Central Asia (WB),WB_ECA,2022,99.7607
Europe and Central Asia (WB),WB_ECA,2023,99.76436
Europe and Northern America (SDG),,2002,99.48746
Europe and Northern America (SDG),,2003,99.49544
Europe and Northern America (SDG),,2004,99.50205
Europe and Northern America (SDG),,2005,99.5059
Europe and Northern America (SDG),,2006,99.51341
Europe and Northern America (SDG),,2007,99.51637
Europe and Northern America (SDG),,2018,99.65441
Europe and Northern America (SDG),,2019,99.66087
Europe and Northern America (SDG),,2020,99.65723
Europe and Northern America (SDG),,2021,99.66372
Europe and Northern America (SDG),,2022,99.66638
French Guiana,GUF,1982,91
Gabon,GAB,1993,93
Gabon,GAB,2012,94.41
Gabon,GAB,2021,93.98143
Gambia,GMB,2000,53
Gambia,GMB,2013,72.62
Gambia,GMB,2015,67
Gambia,GMB,2018,71.07905
Gambia,GMB,2021,67.49284
Georgia,GEO,2002,100
Georgia,GEO,2014,100
Georgia,GEO,2017,100
Georgia,GEO,2018,99.92054
Georgia,GEO,2022,100
Georgia,GEO,2023,99.3393
Ghana,GHA,2000,71
Ghana,GHA,2003,79.71
Ghana,GHA,2010,86
Ghana,GHA,2014,87.6
Ghana,GHA,2017,87.78218
Ghana,GHA,2021,91.5131
Greece,GRC,1981,99
Greece,GRC,1991,99
Greece,GRC,2001,99
Greece,GRC,2009,99
Grenada,GRD,1970,99
Guadeloupe,GLP,1982,98
Guam,GUM,1980,96
Guam,GUM,1990,100
Guatemala,GTM,1994,76
Guatemala,GTM,2000,81.7
Guatemala,GTM,2002,82
Guatemala,GTM,2006,87.8
Guatemala,GTM,2012,94
Guatemala,GTM,2013,92
Guatemala,GTM,2014,93.3
Guatemala,GTM,2015,95.1796
Guatemala,GTM,2018,95
Guatemala,GTM,2022,94.98435
Guatemala,GTM,2023,97
Guinea,GIN,1996,28
Guinea,GIN,2003,47
Guinea,GIN,2005,45.93
Guinea,GIN,2010,31
Guinea,GIN,2012,56.4
Guinea,GIN,2014,46
Guinea,GIN,2018,54
Guinea-Bissau,GNB,1979,36
Guinea-Bissau,GNB,2000,59
Guinea-Bissau,GNB,2019,75.31854
Guinea-Bissau,GNB,2022,82.23081
Guyana,GUY,2009,95.82
Guyana,GUY,2020,99.14367
Haiti,HTI,1982,51
Haiti,HTI,2003,82
Haiti,HTI,2012,85.44
Haiti,HTI,2017,88.87232
High-income countries,OWID_HIC,2004,98.77773
High-income countries,OWID_HIC,2005,98.82607
High-income countries,OWID_HIC,2020,99.25074
High-income countries,OWID_HIC,2021,99.28707
Honduras,HND,2001,91.2
Honduras,HND,2004,90.9
Honduras,HND,2005,91.8
Honduras,HND,2007,94
Honduras,HND,2009,94
Honduras,HND,2010,95.2
Honduras,HND,2011,95.9
Honduras,HND,2012,95
Honduras,HND,2013,95.1
Honduras,HND,2014,95.7
Honduras,HND,2015,96
Honduras,HND,2016,96.1
Honduras,HND,2018,96.5
Honduras,HND,2019,96.1
Honduras,HND,2023,95.6
Hungary,HUN,1980,99
India,IND,1981,54
India,IND,1991,62
India,IND,2001,76
India,IND,2006,81
India,IND,2011,86
India,IND,2016,90.29387
India,IND,2020,94.6
India,IND,2022,97
India,IND,2023,97
Indonesia,IDN,1980,85
Indonesia,IDN,1990,96
Indonesia,IDN,2004,99
Indonesia,IDN,2006,97
Indonesia,IDN,2008,99
Indonesia,IDN,2009,99
Indonesia,IDN,2011,99
Indonesia,IDN,2014,100
Indonesia,IDN,2015,100
Indonesia,IDN,2016,100
Indonesia,IDN,2017,99.58
Indonesia,IDN,2018,100
Indonesia,IDN,2020,100
Indonesia,IDN,2022,93.79
Iran,IRN,1976,56
Iran,IRN,1986,75
Iran,IRN,1991,87
Iran,IRN,1996,93
Iran,IRN,2005,97
Iran,IRN,2006,97
Iran,IRN,2008,98
Iran,IRN,2012,98
Iran,IRN,2013,98
Iran,IRN,2014,98
Iran,IRN,2016,98
Iraq,IRQ,2000,85
Iraq,IRQ,2012,84
Iraq,IRQ,2014,89
Iraq,IRQ,2016,91
Iraq,IRQ,2017,94
Israel,ISR,1983,99
Italy,ITA,1981,100
Italy,ITA,2001,100
Italy,ITA,2011,100
Italy,ITA,2019,100
Jamaica,JAM,1999,92
Jamaica,JAM,2022,93.57
Jordan,JOR,1979,91
Jordan,JOR,2003,99
Jordan,JOR,2005,99
Jordan,JOR,2007,99
Jordan,JOR,2010,99
Jordan,JOR,2011,99
Jordan,JOR,2012,99
Jordan,JOR,2018,97.09277
Jordan,JOR,2023,99
Kazakhstan,KAZ,1989,100
Kazakhstan,KAZ,1999,100
Kazakhstan,KAZ,2009,100
Kenya,KEN,2000,93
Kenya,KEN,2014,93.18
Kenya,KEN,2022,95.72989
Kiribati,KIR,2018,97.15876
Kuwait,KWT,1975,72
Kuwait,KWT,1980,79
Kuwait,KWT,1985,87
Kuwait,KWT,1995,92
Kuwait,KWT,2005,100
Kuwait,KWT,2006,99
Kuwait,KWT,2007,98
Kuwait,KWT,2008,99
Kuwait,KWT,2010,99
Kuwait,KWT,2012,99
Kuwait,KWT,2013,99
Kuwait,KWT,2015,99
Kuwait,KWT,2017,99
Kuwait,KWT,2018,99
Kuwait,KWT,2020,99
Kyrgyzstan,KGZ,1999,100
Kyrgyzstan,KGZ,2009,100
Laos,LAO,1995,71
Laos,LAO,2000,81
Laos,LAO,2001,78
Laos,LAO,2005,84
Laos,LAO,2015,92
Laos,LAO,2017,87.91506
Latin America and Caribbean (WB),WB_LAC,1974,87.7081
Latin America and Caribbean (WB),WB_LAC,1975,87.7147
Latin America and Caribbean (WB),WB_LAC,1976,87.97181
Latin America and Caribbean (WB),WB_LAC,1977,88.23874
Latin America and Caribbean (WB),WB_LAC,1978,88.52325
Latin America and Caribbean (WB),WB_LAC,1979,88.70282
Latin America and Caribbean (WB),WB_LAC,1980,88.77587
Latin America and Caribbean (WB),WB_LAC,1981,88.96749
Latin America and Caribbean (WB),WB_LAC,1982,89.14288
Latin America and Caribbean (WB),WB_LAC,1983,89.31793
Latin America and Caribbean (WB),WB_LAC,1984,89.4981
Latin America and Caribbean (WB),WB_LAC,1985,89.68374
Latin America and Caribbean (WB),WB_LAC,1986,89.8495
Latin America and Caribbean (WB),WB_LAC,1987,90.02254
Latin America and Caribbean (WB),WB_LAC,1988,90.32176
Latin America and Caribbean (WB),WB_LAC,1989,90.64971
Latin America and Caribbean (WB),WB_LAC,1990,90.91595
Latin America and Caribbean (WB),WB_LAC,1991,91.53438
